sentence,emotion
im constantly being caught between my feelings and caring for f and loving bf,love
i always really feel could be useful and handy or perhaps fascinating,joy
i feel comfortable depending on romantic partners,joy
i really feel any special accident happen to me when i was small,joy
i didnt want him to feel uncomfortable about the situation,fear
id rather have the movie make me feel cautiously hopeful rather than feel like it doesnt really matter who rob ends up with or what he does for a living,joy
i feel so stressed most of the time little things overthinking stressed and problematic me,sad
i truely did see right through but then with your wrap around the finger bullshit degree you have you made me for a short while feel that you were sincere,joy
i was thinking today about blogging not unlike i do every day and i said to some girlfriends i feel like a bit of a tortured writer,anger
i feel much more comfortable dealing with these issues visually than through writing,joy
i learned that if i choose curiosity and understanding i could change the way i responded inviting others to feel curious too and create new solutions that moved me past fear and anger,suprise
i feel like it may be a tumor and im just paranoid,fear
i get so caught off feeling amazed thankful when only good things happen in life,suprise
im leaning a bit towards this one because i feel like i can also make it hijab friendly and it looks pretty simple to copy,joy
i would feel rude reciprocating,anger
i feel shamefully abused,sad
i feel lonely for the feeling of fellowship,sad
i couldnt taste the orange blossom which i feel would have given a lovely citrus note to the dish,love
i wont quit though because i feel guilty about quitting anything even if i hate it,sad
i feel afraid cause i dont know what to do,fear
